lap_count,t,x,y,z,dx,dy,dz,rot_x,rot_y,rot_z,width,kap0,kap1,speed,steering,throttle,brake,course_code,Var20
1,141.567,-239.332,482.523,113.441,-0.244,0.425,0.014,0.034881,-0.012449,0.52295,15.4692,-0.0003043,-0.00031241,29.3592,-0.0040073,1,3.741e-05,462,
1,141.583,-239.576,482.948,113.455,-0.244,0.426,0.014,0.033568,-0.015509,0.52298,15.4692,-0.00046324,-0.00047025,29.3797,-0.003934,0.99999,0,462,
1,141.6,-239.82,483.374,113.469,-0.244,0.424,0.014,0.031436,-0.015719,0.52295,15.4698,-0.00021574,-0.00022071,29.3658,0.00034509,1,0,462,
1,141.617,-240.064,483.798,113.483,-0.243,0.425,0.012,0.030267,-0.018495,0.52297,15.4698,0.00035307,0.00035463,29.3519,0.00083896,0.99999,3.7455e-05,462,
1,141.633,-240.307,484.223,113.495,-0.244,0.425,0.012,0.02932,-0.017431,0.5232,15.4702,0.0011014,0.0011032,29.345,-0.0020739,1,3.741e-05,462,
1,141.65,-240.551,484.648,113.507,-0.245,0.426,0.013,0.028171,-0.013655,0.52338,15.4705,0.0016036,0.0016074,29.36,-0.0019207,0.99999,0,462,
1,141.667,-240.796,485.074,113.52,-0.245,0.427,0.013,0.027205,-0.013946,0.5236,15.4696,0.0018748,0.0018789,29.4119,0.00099196,1,0,462,
1,141.683,-241.041,485.501,113.533,-0.247,0.427,0.015,0.027064,-0.013283,0.52388,15.469,0.0021818,0.0021855,29.5128,0.0063881,0.99999,3.7455e-05,462,
1,141.7,-241.288,485.928,113.548,-0.247,0.428,0.015,0.0275,-0.015207,0.5244,15.4667,0.002359,0.0023649,29.59,0.014019,1,3.741e-05,462,
1,141.717,-241.535,486.356,113.563,-0.248,0.428,0.013,0.028103,-0.014821,0.52536,15.464,0.0025695,0.0025776,29.6392,0.019639,0.99999,0,462,
1,141.733,-241.783,486.784,113.576,-0.25,0.429,0.014,0.02886,-0.013749,0.52666,15.46,0.0005615,0.0005654,29.7169,0.027069,1,0,462,
1,141.75,-242.033,487.213,113.59,-0.25,0.43,0.014,0.030036,-0.014568,0.52827,15.4545,0.0024086,0.0024167,29.775,0.03287,0.99999,3.7455e-05,462,
1,141.767,-242.283,487.643,113.604,-0.25,0.43,0.012,0.031085,-0.01257,0.52997,15.4482,0.0017368,0.001739,29.8319,0.040137,1,3.741e-05,462,
1,141.783,-242.533,488.073,113.616,-0.253,0.43,0.014,0.032481,-0.0099142,0.53174,15.4419,0.0014622,0.001455,29.8736,0.043445,0.99999,0,462,
1,141.8,-242.786,488.503,113.63,-0.252,0.433,0.013,0.033158,-0.011429,0.53329,15.433,0.00049197,0.00048068,29.9447,0.0421,1,0,462,
1,141.817,-243.038,488.936,113.643,-0.254,0.432,0.014,0.033654,-0.0097031,0.53451,15.4261,0.0011099,0.0011082,30.0275,0.035289,0.99999,3.7455e-05,462,
1,141.833,-243.292,489.368,113.657,-0.254,0.433,0.014,0.033983,-0.012816,0.53549,15.4161,-5.6119e-05,-5.345e-05,30.0875,0.022054,1,3.741e-05,462,
1,141.85,-243.546,489.801,113.671,-0.254,0.434,0.013,0.034764,-0.012511,0.53641,15.4077,0.0014821,0.0014888,30.1153,0.0012724,0.99999,0,462,
1,141.867,-243.8,490.235,113.684,-0.256,0.435,0.014,0.035143,-0.01117,0.53701,15.3977,0.0027394,0.0027496,30.1611,-0.010641,1,0,462,
1,141.883,-244.056,490.67,113.698,-0.256,0.435,0.013,0.035402,-0.010748,0.53753,15.3871,0.001466,0.0014726,30.2372,-0.012135,0.99999,3.7455e-05,462,
1,141.9,-244.312,491.105,113.711,-0.258,0.436,0.011,0.035115,-0.009485,0.53772,15.3755,0.0014719,0.0014765,30.2906,-0.0013855,1,3.741e-05,462,
1,141.917,-244.57,491.541,113.722,-0.258,0.437,0.014,0.03444,-0.007477,0.53798,15.363,0.00068434,0.00068403,30.3236,0.0045689,0.99999,0,462,
1,141.933,-244.828,491.978,113.736,-0.259,0.437,0.013,0.033419,-0.0074791,0.53802,15.3505,0.0022013,0.0022,30.4181,-0.0024242,1,0,462,
1,141.95,-245.087,492.415,113.749,-0.26,0.439,0.014,0.03313,-0.0080888,0.53814,15.3376,5.8416e-06,-1.3775e-06,30.4619,-0.0043463,0.99999,3.7455e-05,462,
1,141.967,-245.347,492.854,113.763,-0.261,0.438,0.014,0.032276,-0.012506,0.53808,15.3229,-0.00063748,-0.00064489,30.5678,-0.0017043,1,3.741e-05,462,
1,141.983,-245.608,493.292,113.777,-0.26,0.44,0.012,0.031932,-0.015938,0.53797,15.3074,-0.00027975,-0.00028223,30.5797,-0.0031699,0.99999,0,462,
1,142,-245.868,493.732,113.789,-0.261,0.44,0.012,0.031132,-0.014941,0.53772,15.2933,0.00095774,0.00095928,30.6236,-0.00093877,1,0,462,
1,142.017,-246.129,494.172,113.801,-0.262,0.441,0.012,0.031295,-0.014983,0.53744,15.279,0.0017888,0.0017989,30.6706,-0.0020347,0.99999,3.7455e-05,462,
1,142.033,-246.391,494.613,113.813,-0.262,0.442,0.011,0.031706,-0.014088,0.53712,15.2644,0.0027818,0.0027964,30.7608,0.0058526,1,3.741e-05,462,
1,142.05,-246.653,495.055,113.824,-0.265,0.443,0.013,0.031444,-0.012358,0.53703,15.2484,0.0026048,0.0026162,30.805,0.010221,0.99999,0,462,
1,142.067,-246.918,495.498,113.837,-0.265,0.443,0.012,0.030975,-0.014431,0.53736,15.2309,0.00091815,0.00092058,30.9136,0.017757,1,0,462,
1,142.083,-247.183,495.941,113.849,-0.266,0.444,0.014,0.030676,-0.013856,0.53847,15.2126,0.0009167,0.00091914,30.9506,0.028142,0.99999,3.7455e-05,462,
1,142.1,-247.449,496.385,113.863,-0.267,0.445,0.015,0.030858,-0.014101,0.54017,15.1937,0.0021862,0.0021908,31.0617,0.030833,1,3.741e-05,462,
1,142.117,-247.716,496.83,113.878,-0.267,0.445,0.014,0.031478,-0.017948,0.5417,15.1726,0.0016242,0.001626,31.1197,0.024482,0.99999,0,462,
1,142.133,-247.983,497.275,113.892,-0.269,0.445,0.014,0.031702,-0.019248,0.54307,15.1518,0.00109,0.0010892,31.1344,0.0075075,1,0,462,
1,142.15,-248.252,497.72,113.906,-0.269,0.447,0.014,0.03157,-0.021306,0.54428,15.1293,0.00060703,0.00060569,31.2072,0.0030158,0.99999,3.7455e-05,462,
1,142.167,-248.521,498.167,113.92,-0.27,0.447,0.013,0.031761,-0.0213,0.54538,15.1079,0.0017824,0.0017856,31.2628,0.0034132,1,3.741e-05,462,
1,142.183,-248.791,498.614,113.933,-0.271,0.448,0.015,0.031473,-0.020672,0.54634,15.0849,0.00088054,0.00088285,31.3242,-0.00058965,0.99999,0,462,
1,142.2,-249.062,499.062,113.948,-0.272,0.449,0.014,0.031757,-0.022816,0.547,15.0609,0.0015866,0.0015919,31.3731,-0.00063228,1,0,462,
1,142.217,-249.334,499.511,113.962,-0.272,0.449,0.014,0.031373,-0.023001,0.54774,15.0367,0.0027228,0.0027303,31.4425,0.0028892,0.99999,3.7455e-05,462,
1,142.233,-249.606,499.96,113.976,-0.274,0.45,0.016,0.03084,-0.023766,0.54822,15.0114,0.00060061,0.00060197,31.5033,0.003203,1,3.741e-05,462,
1,142.25,-249.88,500.41,113.992,-0.275,0.45,0.015,0.030167,-0.028234,0.54863,14.9845,0.00025609,0.00025121,31.5819,0.00062985,0.99999,0,462,
1,142.267,-250.155,500.86,114.007,-0.274,0.452,0.014,0.030126,-0.031745,0.54897,14.9565,0.00039483,0.0003882,31.6247,0.00065494,1,0,462,
1,142.283,-250.429,501.312,114.021,-0.276,0.451,0.014,0.030238,-0.03095,0.54914,14.9301,0.0010311,0.0010276,31.6647,-0.0016584,0.99999,3.7455e-05,462,
1,142.3,-250.705,501.763,114.035,-0.276,0.453,0.012,0.030753,-0.033185,0.54926,14.9017,-0.00056019,-0.00056232,31.7536,-0.0018672,1,3.741e-05,462,
1,142.317,-250.981,502.216,114.047,-0.277,0.454,0.013,0.031153,-0.030869,0.54923,14.8746,0.00067466,0.0006764,31.7589,-0.00018179,0.99999,0,462,
1,142.333,-251.258,502.67,114.06,-0.277,0.454,0.011,0.030791,-0.029625,0.54931,14.8473,0.00031162,0.00031213,31.8819,-0.00020113,1,0,462,
1,142.35,-251.535,503.124,114.071,-0.278,0.455,0.011,0.031018,-0.02934,0.54929,14.8201,0.00090402,0.00090453,31.9106,0.0013138,0.99999,3.7455e-05,462,
1,142.367,-251.813,503.579,114.082,-0.279,0.457,0.012,0.031069,-0.026458,0.5493,14.8026,0.00056127,0.00056088,31.9842,-0.0013138,1,3.741e-05,462,
1,142.383,-252.092,504.036,114.094,-0.28,0.457,0.013,0.030327,-0.024359,0.54939,14.7982,0.0026112,0.0026182,32.0703,0.00092605,0.99999,0,462,
1,142.4,-252.372,504.493,114.107,-0.28,0.458,0.012,0.029765,-0.02577,0.54968,14.7977,0.0027468,0.0027562,32.1219,0.0088851,1,0,462,
1,142.417,-252.652,504.951,114.119,-0.283,0.458,0.013,0.029026,-0.024722,0.55035,14.7981,0.0031176,0.003123,32.1644,0.023564,0.99999,3.7455e-05,462,
1,142.433,-252.935,505.409,114.132,-0.283,0.459,0.013,0.027516,-0.027398,0.55168,14.7988,0.00046953,0.00046422,32.2553,0.030347,1,3.741e-05,462,
1,142.45,-253.218,505.868,114.145,-0.284,0.458,0.012,0.026873,-0.029216,0.55355,14.7997,-0.00019041,-0.00019611,32.2911,0.027852,0.99999,0,462,
1,142.467,-253.502,506.326,114.157,-0.284,0.46,0.013,0.026459,-0.030228,0.55464,14.8007,0.00011268,0.00011345,32.3342,0.014456,1,0,462,
1,142.483,-253.786,506.786,114.17,-0.284,0.46,0.012,0.025851,-0.030539,0.55591,14.8017,0.0025402,0.002547,32.4094,-0.0032101,0.99999,3.7455e-05,462,
1,142.5,-254.07,507.246,114.182,-0.286,0.461,0.012,0.026436,-0.031473,0.55672,14.8027,0.0013581,0.0013602,32.4386,-0.0093479,1,3.741e-05,462,
1,142.517,-254.356,507.707,114.194,-0.287,0.461,0.01,0.026712,-0.031839,0.55767,14.8038,-0.0012089,-0.0012136,32.5247,-0.0019399,0.99999,0,462,
1,142.533,-254.643,508.168,114.204,-0.287,0.463,0.011,0.027267,-0.028602,0.55849,14.8048,-0.00014781,-0.00014904,32.5625,0.00016272,1,0,462,
1,142.55,-254.93,508.631,114.215,-0.287,0.464,0.012,0.027083,-0.024439,0.55941,14.8059,0.0022358,0.0022405,32.6425,-0.0025096,0.99999,3.7455e-05,462,
1,142.567,-255.217,509.095,114.227,-0.289,0.464,0.011,0.027126,-0.02278,0.56023,14.8068,0.0028977,0.0029028,32.7225,-0.00088448,1,3.741e-05,462,
1,142.583,-255.506,509.559,114.238,-0.29,0.465,0.013,0.028174,-0.020362,0.56078,14.808,0.00050587,0.0005047,32.7811,-0.0031271,0.99999,0,462,
1,142.6,-255.796,510.024,114.251,-0.291,0.465,0.013,0.028519,-0.019977,0.56139,14.8091,0.00060929,0.00060467,32.8644,-0.0018887,1,0,462,
1,142.617,-256.087,510.489,114.264,-0.291,0.467,0.014,0.029497,-0.020199,0.56194,14.8102,0.0020372,0.0020368,32.925,0.0024824,0.99999,3.7455e-05,462,
1,142.633,-256.378,510.956,114.278,-0.292,0.466,0.015,0.029907,-0.020968,0.56241,14.8113,0.0024423,0.0024464,32.985,-0.001605,1,3.741e-05,462,
1,142.65,-256.67,511.422,114.293,-0.294,0.467,0.015,0.030831,-0.022229,0.56283,14.8124,0.0011444,0.0011478,33.0242,-0.0023795,0.99999,0,462,
1,142.667,-256.964,511.889,114.308,-0.294,0.468,0.015,0.030989,-0.025704,0.56305,14.8135,0.000478,0.00047755,33.1031,-0.00017234,1,0,462,
1,142.683,-257.258,512.357,114.323,-0.295,0.468,0.015,0.030971,-0.027609,0.56312,14.8143,0.00098151,0.00098029,33.1383,-0.00064868,0.99999,3.7455e-05,462,
1,142.7,-257.553,512.825,114.338,-0.296,0.47,0.014,0.03079,-0.030922,0.56313,14.8145,3.7809e-05,3.51e-05,33.1708,0.0012901,1,3.741e-05,462,
1,142.717,-257.849,513.295,114.352,-0.296,0.469,0.014,0.029588,-0.032964,0.56307,14.8147,4.4826e-05,4.3662e-05,33.2306,0.0010553,0.99999,0,462,
1,142.733,-258.145,513.764,114.366,-0.296,0.47,0.011,0.029178,-0.032343,0.56299,14.8142,-6.3181e-05,-6.2863e-05,33.2408,-0.0011358,1,0,462,
1,142.75,-258.441,514.234,114.377,-0.297,0.471,0.011,0.028053,-0.031038,0.563,14.8131,8.6825e-05,8.6733e-05,33.3117,-0.0015662,0.99999,3.7455e-05,462,
1,142.767,-258.738,514.705,114.388,-0.297,0.471,0.011,0.02757,-0.029115,0.56299,14.8119,-1.7214e-05,-1.772e-05,33.3628,-0.00041207,1,3.741e-05,462,
1,142.783,-259.035,515.176,114.399,-0.298,0.473,0.011,0.027667,-0.026634,0.56292,14.8107,0.00022384,0.00022408,33.3994,-0.00068406,0.99999,0,462,
1,142.8,-259.333,515.649,114.41,-0.299,0.474,0.009,0.027239,-0.024658,0.56301,14.8095,-0.00068372,-0.00068594,33.4983,0.00032746,1,0,462,
1,142.817,-259.632,516.123,114.419,-0.299,0.474,0.01,0.026971,-0.021327,0.56297,14.8083,8.4075e-05,8.2607e-05,33.5497,0.00018383,0.99999,3.7455e-05,462,
1,142.833,-259.931,516.597,114.429,-0.299,0.476,0.012,0.02684,-0.018404,0.56306,14.8072,0.0011154,0.001116,33.6225,-0.00099945,1,3.741e-05,462,
1,142.85,-260.23,517.073,114.441,-0.301,0.476,0.012,0.026835,-0.018037,0.56318,14.8061,0.0012314,0.0012331,33.7214,0.0006243,0.99999,0,462,
1,142.867,-260.531,517.549,114.453,-0.302,0.478,0.012,0.027172,-0.020962,0.56328,14.8048,7.694e-05,7.6824e-05,33.7747,-0.0010502,1,0,462,
1,142.883,-260.833,518.027,114.465,-0.302,0.478,0.013,0.02679,-0.023115,0.56345,14.8037,0.00041512,0.00041614,33.8606,0.0011507,0.99999,3.7455e-05,462,
1,142.9,-261.135,518.505,114.478,-0.303,0.479,0.014,0.026595,-0.02457,0.56354,14.8025,0.0002781,0.00027878,33.8825,-0.001202,1,3.741e-05,462,
1,142.917,-261.438,518.984,114.492,-0.303,0.479,0.012,0.025902,-0.02665,0.5636,14.8013,0.00055082,0.0005535,33.9628,-0.0017712,0.99999,0,462,
1,142.933,-261.741,519.463,114.504,-0.303,0.479,0.013,0.025656,-0.027039,0.56369,14.8001,7.6107e-05,8.0812e-05,33.9733,-0.00073519,1,0,462,
1,142.95,-262.044,519.942,114.517,-0.305,0.481,0.013,0.026357,-0.027933,0.56368,14.7988,-0.00075949,-0.00075654,34.0453,-0.0011439,0.99999,3.7455e-05,462,
1,142.967,-262.349,520.423,114.53,-0.304,0.481,0.013,0.026815,-0.030197,0.56362,14.7977,-0.00029838,-0.00029813,34.1239,-0.00025236,1,3.741e-05,462,
