lap_count,t,x,y,z,dx,dy,dz,rot_x,rot_y,rot_z,width,kap0,kap1,speed,steering,throttle,brake,course_code,Var20
1,92.484,-473.906,-183.246,4.9756,0.175,0.762,-0.0014,0.0025833,0.00088024,-0.22546,15.9959,0.00025819,0.00025837,46.8289,-0.00013002,0.99999,9.5386e-06,847,
1,92.5,-473.731,-182.484,4.9742,0.175,0.762,-0.00148,0.0025444,0.00089054,-0.22545,15.9974,0.00010374,0.00010397,46.8542,-0.00010301,1,0,847,
1,92.517,-473.556,-181.722,4.9727,0.175,0.763,-0.00175,0.0022715,0.0010323,-0.22545,15.9989,-0.00019374,-0.00019354,46.8853,-0.00013723,0.99999,9.5386e-06,847,
1,92.534,-473.381,-180.959,4.971,0.175,0.764,-0.00183,0.0020536,0.0011401,-0.22548,16.0005,-1.5682e-05,-1.5212e-05,46.9217,-0.00011634,1,0,847,
1,92.55,-473.206,-180.195,4.9691,0.176,0.764,-0.00197,0.0017863,0.0012175,-0.22549,16.002,-7.4395e-05,-7.3856e-05,46.9575,-0.00014505,0.99999,9.5386e-06,847,
1,92.567,-473.03,-179.431,4.9672,0.175,0.765,-0.00219,0.0014745,0.0013771,-0.22548,16.0035,0.00043809,0.00043896,46.995,-0.00012912,1,0,847,
1,92.584,-472.855,-178.666,4.965,0.176,0.765,-0.00208,0.0013629,0.0014134,-0.22552,16.005,2.9272e-05,2.9406e-05,47.0247,-0.00015337,0.99999,9.5386e-06,847,
1,92.6,-472.679,-177.901,4.9629,0.175,0.766,-0.00204,0.0012984,0.0014785,-0.22551,16.0065,3.6565e-05,3.6305e-05,47.0742,-0.00014011,1,0,847,
1,92.617,-472.504,-177.135,4.9608,0.176,0.767,-0.00183,0.0014458,0.0015176,-0.22552,16.0081,-0.00024501,-0.00024541,47.1056,-8.9356e-05,0.99999,9.5386e-06,847,
1,92.634,-472.328,-176.368,4.959,0.176,0.767,-0.00152,0.0017424,0.0014862,-0.22555,16.0097,-0.00019184,-0.00019217,47.1567,-0.0001511,1,0,847,
1,92.65,-472.152,-175.601,4.9575,0.176,0.768,-0.00117,0.0021735,0.0014337,-0.22556,16.0112,3.501e-05,3.4226e-05,47.1961,-8.0657e-05,0.99999,9.5386e-06,847,
1,92.667,-471.976,-174.833,4.9563,0.177,0.769,-0.0009,0.0026448,0.0014002,-0.22559,16.0128,-2.225e-05,-2.3491e-05,47.2333,-0.00016553,1,0,847,
1,92.684,-471.799,-174.064,4.9554,0.176,0.769,-0.00033,0.0032251,0.0012729,-0.22563,16.0143,-6.7223e-05,-6.8133e-05,47.2756,-6.7909e-05,0.99999,9.5386e-06,847,
1,92.7,-471.623,-173.295,4.9551,0.177,0.77,2e-05,0.0037726,0.0011236,-0.22566,16.0158,-0.00024267,-0.00024307,47.3081,-0.00018472,1,0,847,
1,92.717,-471.446,-172.525,4.9551,0.177,0.77,0.00036,0.0043496,0.0009543,-0.22567,16.0173,0.00015319,0.00015338,47.355,-4.9573e-05,0.99999,9.5386e-06,847,
1,92.734,-471.269,-171.755,4.9555,0.177,0.771,0.00069,0.0049002,0.00072882,-0.2257,16.0189,0.00020487,0.00020513,47.3839,-0.00021048,1,0,847,
1,92.75,-471.092,-170.984,4.9562,0.177,0.771,0.00067,0.0053317,0.00052222,-0.22575,16.0204,0.0002545,0.00025481,47.4197,-2.3519e-05,0.99999,9.5386e-06,847,
1,92.767,-470.915,-170.213,4.9568,0.177,0.772,0.00098,0.0055673,0.00018415,-0.22577,16.022,-0.00018936,-0.00018918,47.4519,-0.00024531,1,0,847,
1,92.784,-470.738,-169.441,4.9578,0.177,0.773,0.00075,0.0055505,-0.00025545,-0.22582,16.0224,-1.5391e-05,-1.4937e-05,47.4814,1.3188e-05,0.99999,9.5386e-06,847,
1,92.8,-470.561,-168.668,4.9586,0.178,0.773,0.00042,0.0052371,-0.00048172,-0.22584,16.0223,-7.2737e-05,-7.2217e-05,47.5072,-0.00029265,1,0,847,
1,92.817,-470.383,-167.895,4.959,0.177,0.774,0.00039,0.004854,-0.0010933,-0.22585,16.0223,-1.4072e-05,-1.3617e-05,47.5378,6.4603e-05,0.99999,9.5386e-06,847,
1,92.834,-470.206,-167.121,4.9594,0.178,0.774,-0.00011,0.0044081,-0.0014067,-0.22592,16.0223,-0.00029094,-0.00029088,47.5736,-0.00035727,1,0,847,
1,92.85,-470.028,-166.347,4.9593,0.178,0.775,-0.00063,0.0037928,-0.0016309,-0.22593,16.0223,0.00020284,0.00020309,47.5964,0.00013632,0.99999,9.5386e-06,847,
1,92.867,-469.85,-165.572,4.9586,0.178,0.775,-0.00081,0.00333,-0.0017746,-0.22596,16.0223,0.00015111,0.0001513,47.6328,-0.00044576,1,0,847,
1,92.884,-469.672,-164.797,4.9578,0.178,0.776,-0.00112,0.0028215,-0.0018458,-0.226,16.0223,-0.00023753,-0.00023791,47.67,0.00023608,0.99999,9.5386e-06,847,
1,92.9,-469.494,-164.021,4.9567,0.178,0.776,-0.0012,0.0024365,-0.0019823,-0.22603,16.0223,-6.6709e-05,-6.7594e-05,47.6997,-0.00056718,1,0,847,
1,92.917,-469.316,-163.245,4.9555,0.179,0.777,-0.00135,0.0021626,-0.0019428,-0.22604,16.0223,7.9156e-05,7.7815e-05,47.7408,0.00037455,0.99999,9.5386e-06,847,
1,92.934,-469.137,-162.468,4.9542,0.178,0.777,-0.00134,0.001922,-0.0018506,-0.22607,16.0223,-1.5782e-05,-1.6749e-05,47.7767,-0.00073409,1,0,847,
1,92.95,-468.959,-161.691,4.9528,0.179,0.779,-0.00132,0.0018315,-0.0017108,-0.22608,16.0223,-0.00018636,-0.00018633,47.8172,0.00056646,0.99999,9.5386e-06,847,
1,92.967,-468.78,-160.912,4.9515,0.179,0.778,-0.00119,0.0018468,-0.0016138,-0.2261,16.0224,0.0001995,0.00020036,47.8597,-0.0009638,1,0,847,
1,92.984,-468.601,-160.134,4.9503,0.179,0.78,-0.00106,0.0019572,-0.0015553,-0.22611,16.022,-0.00023464,-0.00023427,47.8936,0.00083214,0.99999,9.5386e-06,847,
1,93,-468.422,-159.354,4.9492,0.179,0.78,-0.00092,0.0022105,-0.0014621,-0.22614,16.0208,-0.00011491,-0.00011459,47.9389,-0.0012802,1,0,847,
1,93.017,-468.243,-158.574,4.9483,0.18,0.78,-0.00056,0.0026316,-0.0012755,-0.22615,16.0196,2.8918e-05,2.9045e-05,47.9789,0.0011997,0.99999,9.5386e-06,847,
1,93.034,-468.063,-157.794,4.9478,0.179,0.781,-0.00017,0.0030921,-0.00089235,-0.22617,16.0183,3.5917e-05,3.5672e-05,48.0136,-0.0017163,1,0,847,
1,93.05,-467.884,-157.013,4.9476,0.18,0.782,0.00025,0.00373,-0.00066135,-0.22615,16.0171,-0.00023495,-0.00023533,48.0553,0.0017079,0.99999,9.5386e-06,847,
1,93.067,-467.704,-156.231,4.9478,0.18,0.782,0.0006,0.0044097,-0.0002934,-0.22617,16.0159,0.00024795,0.00024825,48.0975,-0.0023176,1,0,847,
1,93.084,-467.524,-155.449,4.9484,0.18,0.783,0.00118,0.0051268,0.00019735,-0.22614,16.0146,0.00024777,0.00024808,48.1306,0.0024102,0.99999,9.5386e-06,847,
1,93.1,-467.344,-154.666,4.9496,0.18,0.784,0.00157,0.0058102,0.00050361,-0.22613,16.0134,-0.0002325,-0.00023287,48.1697,-0.0031471,1,0,847,
1,93.117,-467.164,-153.882,4.9512,0.18,0.784,0.00189,0.0064024,0.00076637,-0.2261,16.0122,-0.00049521,-0.00049595,48.2078,0.0033807,0.99999,9.5386e-06,847,
1,93.134,-466.984,-153.098,4.9531,0.181,0.785,0.00243,0.007022,0.00099019,-0.22609,16.011,9.8253e-05,9.7639e-05,48.2322,-0.0042915,1,0,847,
1,93.15,-466.803,-152.313,4.9555,0.181,0.785,0.00271,0.0076662,0.0011787,-0.22607,16.0098,0.00040957,0.00040876,48.2758,0.0047212,0.99999,9.5386e-06,847,
