lap_count,t,x,y,z,dx,dy,dz,rot_x,rot_y,rot_z,width,kap0,kap1,speed,steering,throttle,brake,course_code,Var20
0,0,-43.7007,-1.0219,108.512,0.9111,-0.03473,0,0.0034038,0.004095,-1.6088,14.584,1.7726e-06,1.773e-06,54.6211,3.1258e-05,0.99999,1.1694e-05,376,
0,0,-42.7896,-1.0567,108.512,0.9115,-0.03475,0,0.0037569,0.0036808,-1.6088,14.5858,4.2123e-06,4.2119e-06,54.6611,-9.3635e-06,1,0,376,
0,0,-41.8781,-1.0914,108.512,0.9118,-0.03474,0.001,0.0043355,0.0033074,-1.6089,14.5877,9.3676e-06,9.3677e-06,54.6867,-1.2485e-05,0.99999,1.1694e-05,376,
0,0,-40.9663,-1.1262,108.513,0.9124,-0.03478,0.001,0.0050734,0.0028243,-1.6089,14.5895,1.6739e-05,1.6744e-05,54.7094,2.1894e-05,1,0,376,
0,0,-40.0539,-1.1609,108.514,0.9127,-0.03476,0.002,0.0054772,0.0025056,-1.6089,14.5913,-8.4022e-07,-8.361e-07,54.7381,1.8773e-05,0.99999,1.1694e-05,376,
0,0,-39.1412,-1.1957,108.516,0.9132,-0.03476,0.002,0.0057947,0.0020711,-1.6089,14.5931,-2.0962e-05,-2.0962e-05,54.7567,-2.1848e-05,1,0,376,
0,0,-38.228,-1.2305,108.518,0.9134,-0.03483,0.002,0.0060347,0.0017408,-1.609,14.595,-1.5601e-05,-1.5602e-05,54.78,-2.4969e-05,0.99999,1.1694e-05,376,
0,0,-37.3146,-1.2653,108.52,0.914,-0.03484,0.002,0.0063444,0.00163,-1.609,14.5968,4.9878e-06,4.9912e-06,54.8008,9.4095e-06,1,0,376,
0,0,-36.4006,-1.3001,108.522,0.9142,-0.03485,0.002,0.0064658,0.0014625,-1.609,14.5986,-2.0241e-05,-2.025e-05,54.825,6.2883e-06,0.99999,1.1694e-05,376,
0,0,-35.4864,-1.335,108.524,0.9146,-0.03486,0.002,0.0065305,0.0013461,-1.609,14.6004,-2.0474e-05,-2.0484e-05,54.8389,-3.4333e-05,1,0,376,
0,0,-34.5718,-1.3699,108.526,0.915,-0.03494,0.003,0.0065444,0.0012753,-1.609,14.6023,-9.005e-06,-9.0104e-06,54.8611,-3.7454e-05,0.99999,1.1694e-05,376,
0,0,-33.6568,-1.4048,108.529,0.9153,-0.03492,0.002,0.0063293,0.0012456,-1.609,14.6041,-4.1541e-06,-4.1578e-06,54.8786,-3.0752e-06,1,0,376,
0,0,-32.7415,-1.4397,108.531,0.9156,-0.03494,0.002,0.0061681,0.001179,-1.609,14.6059,-1.4737e-05,-1.4745e-05,54.8989,-6.1964e-06,0.99999,1.1694e-05,376,
0,0,-31.8259,-1.4747,108.533,0.9161,-0.03499,0.001,0.0060552,0.0012126,-1.6091,14.6078,-1.182e-05,-1.1827e-05,54.9194,2.8182e-05,1,0,376,
0,0,-30.9098,-1.5096,108.534,0.9164,-0.03499,0.002,0.0058116,0.001276,-1.609,14.6096,-1.0911e-05,-1.0917e-05,54.9453,2.5061e-05,0.99999,1.1694e-05,376,
0,0,-29.9934,-1.5446,108.536,0.9169,-0.03503,0.001,0.0056072,0.0013126,-1.6091,14.6114,-2.0469e-05,-2.0478e-05,54.9672,-1.556e-05,1,0,376,
0,0,-29.0765,-1.5797,108.537,0.9171,-0.03505,0.002,0.0054382,0.0013733,-1.6091,14.6133,-1.5084e-05,-1.509e-05,54.9925,-1.8681e-05,0.99999,1.1694e-05,376,
0,0,-28.1594,-1.6147,108.539,0.9176,-0.03509,0.001,0.0053008,0.0015,-1.6091,14.6151,-1.3815e-05,-1.3821e-05,55.0125,1.5698e-05,1,0,376,
0,0,-27.2418,-1.6498,108.54,0.9181,-0.03511,0.001,0.0050778,0.0016067,-1.6091,14.6169,-1.1258e-05,-1.1262e-05,55.0356,1.2577e-05,0.99999,1.1694e-05,376,
0,0,-26.3237,-1.6849,108.541,0.9184,-0.03514,0.001,0.0049319,0.0016571,-1.609,14.6188,-8.1494e-06,-8.1523e-06,55.0644,-2.8044e-05,1,0,376,
0,0,-25.4053,-1.7201,108.542,0.9188,-0.03516,0.001,0.0048555,0.0016889,-1.6091,14.6206,3.5378e-06,3.5402e-06,55.0889,-3.1166e-05,0.99999,1.1694e-05,376,
0,0,-24.4865,-1.7552,108.543,0.9191,-0.03517,0.001,0.0048417,0.0017019,-1.6091,14.6225,-2.5923e-06,-2.591e-06,55.1108,3.2131e-06,1,0,376,
0,0,-23.5674,-1.7904,108.544,0.9197,-0.03518,0.001,0.0048842,0.0016586,-1.6091,14.6243,-1.4562e-06,-1.4544e-06,55.1364,9.1975e-08,0.99999,1.1694e-05,376,
0,0,-22.6477,-1.8256,108.545,0.92,-0.03522,0.002,0.005058,0.0015589,-1.6091,14.6249,-9.8702e-06,-9.8721e-06,55.1681,3.4471e-05,1,0,376,
0,0,-21.7277,-1.8608,108.547,0.9204,-0.03521,0.001,0.005469,0.0014781,-1.6091,14.6255,-1.0279e-06,-1.0252e-06,55.1947,3.135e-05,0.99999,1.1694e-05,376,
0,0,-20.8073,-1.896,108.548,0.9207,-0.03526,0.003,0.0059412,0.0013034,-1.6091,14.6261,4.7412e-06,4.7466e-06,55.2189,-9.2715e-06,1,0,376,
0,0,-19.8866,-1.9312,108.551,0.9212,-0.03525,0.002,0.0063583,0.001239,-1.6091,14.6267,6.891e-06,6.8972e-06,55.2408,-1.2393e-05,0.99999,1.1694e-05,376,
0,0,-18.9654,-1.9665,108.553,0.9217,-0.03526,0.003,0.0067259,0.0010449,-1.6091,14.6273,3.6125e-07,3.6415e-07,55.2658,2.1986e-05,1,0,376,
0,0,-18.0437,-2.0018,108.556,0.9219,-0.03529,0.003,0.0070489,0.00082056,-1.6091,14.6279,1.3674e-05,1.3682e-05,55.2917,1.8865e-05,0.99999,1.1694e-05,376,
0,0,-17.1218,-2.037,108.559,0.9223,-0.03528,0.003,0.0074923,0.00062346,-1.6091,14.6279,-1.7292e-05,-1.73e-05,55.3119,-2.1756e-05,1,0,376,
0,0,-16.1995,-2.0723,108.562,0.9227,-0.03527,0.003,0.0076829,0.00025386,-1.6091,14.6275,-2.4973e-05,-2.4987e-05,55.33,-2.4877e-05,0.99999,1.1694e-05,376,
0,0,-15.2768,-2.1076,108.565,0.9231,-0.0354,0.002,0.0074173,-0.00042721,-1.6091,14.627,6.5615e-06,6.5581e-06,55.3419,9.5015e-06,1,0,376,
0,0,-14.3537,-2.143,108.567,0.9234,-0.03534,0.002,0.0067988,-0.00070668,-1.6091,14.6266,3.0309e-05,3.0318e-05,55.3567,6.3803e-06,0.99999,1.1694e-05,376,
0,0,-13.4303,-2.1783,108.569,0.9236,-0.03532,0.002,0.0060744,-0.0012693,-1.6092,14.6261,5.7729e-06,5.7774e-06,55.37,-3.4241e-05,1,0,376,
