lap_count,t,x,y,z,dx,dy,dz,rot_x,rot_y,rot_z,width,kap0,kap1,speed,steering,throttle,brake,course_code,Var20
2,74.85,49.8444,-837.656,8.4638,-0.8082,0.094,-0.00054,0.0026194,-0.0044199,1.4499,7.5095,-0.00088958,-0.00089029,48.74,-0.0043051,0.99996,0,351,
2,74.866,49.0362,-837.562,8.4633,-0.8087,0.095,-0.00034,0.002979,-0.0046092,1.4493,7.5114,-0.00090253,-0.00090326,48.7831,-0.0042829,1,1.1024e-05,351,
2,74.883,48.2275,-837.467,8.4629,-0.8092,0.095,-0.0001,0.0033071,-0.0048545,1.4487,7.5133,-0.00097826,-0.000979,48.8169,-0.0042985,1,0,351,
2,74.9,47.4183,-837.372,8.4628,-0.8099,0.096,-1e-05,0.0036064,-0.0050059,1.4482,7.5153,-0.0009848,-0.00098541,48.8456,-0.0042766,0.99996,1.1024e-05,351,
2,74.916,46.6084,-837.276,8.4628,-0.8101,0.097,-0.00022,0.0039317,-0.0051792,1.4477,7.5162,-0.0003357,-0.0003358,48.8889,-0.0042921,0.99996,0,351,
2,74.933,45.7983,-837.179,8.4626,-0.8107,0.097,-0.00029,0.0040945,-0.0052533,1.4471,7.5162,-0.00032631,-0.00032646,48.9044,-0.0042702,1,1.1024e-05,351,
2,74.95,44.9876,-837.082,8.4623,-0.8114,0.097,-0.00027,0.003964,-0.0053974,1.4467,7.5162,-0.00055616,-0.00055643,48.9375,-0.0042858,1,0,351,
2,74.966,44.1762,-836.985,8.462,-0.8117,0.098,-0.00058,0.0034557,-0.0055208,1.4462,7.5162,-0.00077849,-0.00077898,48.9683,-0.0042638,0.99996,1.1024e-05,351,
2,74.983,43.3645,-836.887,8.4614,-0.8121,0.098,-0.00092,0.0032139,-0.0055498,1.4457,7.5161,-0.00053875,-0.00053916,49.0003,-0.0042794,0.99996,0,351,
2,75,42.5524,-836.789,8.4605,-0.8126,0.099,-0.00122,0.0027321,-0.0056458,1.4453,7.5162,-0.00032948,-0.00032973,49.0208,-0.0042575,1,1.1024e-05,351,
2,75.016,41.7398,-836.69,8.4593,-0.8133,0.099,-0.0013,0.0024665,-0.0058017,1.4448,7.5161,-0.00033785,-0.00033811,49.0594,-0.004273,1,0,351,
2,75.033,40.9265,-836.591,8.458,-0.8136,0.099,-0.0017,0.0020063,-0.0059391,1.4444,7.5162,-0.0009734,-0.00097414,49.0992,-0.0042511,0.99996,1.1024e-05,351,
2,75.05,40.1129,-836.492,8.4563,-0.8141,0.1,-0.00181,0.0017214,-0.0060203,1.4439,7.5162,-0.00095706,-0.00095778,49.1228,-0.0042667,0.99996,0,351,
2,75.066,39.2988,-836.392,8.4545,-0.8146,0.101,-0.00191,0.0013839,-0.0061955,1.4434,7.5162,-0.00032329,-0.00032354,49.1608,-0.0042447,1,1.1024e-05,351,
2,75.083,38.4842,-836.291,8.4526,-0.8152,0.101,-0.00198,0.0012827,-0.006437,1.4429,7.5162,-0.00031874,-0.00031904,49.1919,-0.0043353,1,0,351,
2,75.1,37.669,-836.19,8.4506,-0.8157,0.101,-0.00178,0.0013482,-0.0067379,1.4424,7.5162,-0.00094788,-0.00094867,49.24,-0.0042937,0.99996,1.1024e-05,351,
2,75.116,36.8533,-836.089,8.4488,-0.8163,0.102,-0.00163,0.0014637,-0.0069825,1.4419,7.5162,-0.00095493,-0.0009557,49.2717,-0.0043038,0.99996,0,351,
2,75.133,36.037,-835.987,8.4472,-0.8168,0.103,-0.00138,0.0017145,-0.0072832,1.4413,7.5162,-0.00032483,-0.00032508,49.3131,-0.0043605,1,1.1024e-05,351,
2,75.15,35.2202,-835.884,8.4458,-0.8172,0.103,-0.00119,0.0020057,-0.0076777,1.4407,7.5162,-0.00032048,-0.00032067,49.3492,-0.0044592,1,0,351,
2,75.166,34.403,-835.781,8.4446,-0.8179,0.103,-0.00075,0.0024793,-0.0080498,1.4401,7.5162,-0.0009405,-0.00094119,49.3817,-0.0044447,0.99996,1.1024e-05,351,
2,75.183,33.5851,-835.678,8.4439,-0.8183,0.104,-0.00048,0.0029104,-0.0083621,1.4396,7.5162,-0.00094508,-0.00094582,49.4258,-0.0044745,0.99996,0,351,
2,75.2,32.7668,-835.574,8.4434,-0.8189,0.105,-5e-05,0.0033803,-0.0087303,1.4389,7.5162,-0.00073996,-0.00074052,49.4558,-0.0044644,1,1.1024e-05,351,
